HomeOwnerFlag,YearlyIncome,AveMonthSpend,BikeBuyer,CountryRegionName_In_Europe,Education_Below_Bachelors,Occupation_Clerical_Manual,Occupation_Management_Professional,Gender_M,MaritalStatus_S,NumberCarsOwned_3_Or_More,NumberChildrenAtHome_2_Or_More
1,298.0956222422597,4.394449154672439,1,0,0,0,1,0,1,0,1
1,182.71288952889995,3.9889840465642745,0,1,1,1,0,0,1,0,1
0,394.72775428135276,4.605170185988092,0,0,0,0,1,1,1,1,0
0,318.6989174754128,4.356708826689592,1,0,0,0,1,1,1,0,0
1,282.4322927712056,4.382026634673881,1,0,0,0,1,1,1,0,0
1,379.95789240388206,4.919980925828125,1,0,1,0,1,1,0,1,1
1,145.26527458412076,3.7376696182833684,0,0,1,1,0,0,0,0,0
1,320.3170304557658,4.276666119016055,0,0,0,0,1,1,1,0,0
1,123.26800071389168,4.584967478670572,1,1,1,1,0,1,1,0,1
1,337.26843908080104,4.330733340286331,0,0,0,0,1,1,1,0,0
1,213.16660151158766,3.8918202981106265,0,0,1,1,0,0,0,0,0
1,415.22644424458326,4.882801922586371,1,0,0,0,1,1,1,1,1
1,241.4932711277894,3.9889840465642745,0,0,0,1,0,0,0,0,0
0,317.87576189448606,4.276666119016055,1,0,0,1,0,1,1,0,0
0,238.18270298239543,4.394449154672439,0,1,0,1,0,1,0,0,0
1,377.0503945098055,4.430816798843313,0,0,0,0,1,1,0,0,0
1,205.314393065854,4.219507705176107,1,1,1,1,0,0,1,0,1
1,363.6633058200951,4.983606621708336,1,0,1,0,1,1,0,1,1
1,243.12136886748561,4.343805421853684,1,0,1,1,0,1,0,0,0
0,340.39829611794477,4.330733340286331,0,0,0,0,1,1,1,0,0
0,349.3093185129764,4.343805421853684,0,1,1,0,1,1,1,0,0
0,298.4375981675231,3.9889840465642745,0,0,0,0,1,0,1,0,0
0,154.64475419489662,4.3694478524670215,0,0,1,1,0,1,0,0,0
0,363.1969162864685,4.356708826689592,1,0,0,0,1,1,1,1,0
0,238.2582632355067,4.127134385045092,1,1,1,1,0,0,1,0,1
1,408.305033032903,5.1298987149230735,1,0,1,0,1,1,0,1,1
1,256.27524265913786,4.007333185232471,0,1,0,1,0,0,0,0,0
1,376.58730727415656,4.477336814478207,0,0,0,0,1,1,0,1,0
1,218.85840171215727,4.51085950651685,1,1,1,1,0,1,1,0,1
0,148.69431730903506,4.02535169073515,0,1,1,1,0,1,1,0,0
1,339.22706259966935,4.77912349311153,1,0,1,0,1,1,0,1,1
0,168.44880527923016,3.6635616461296463,1,1,1,1,0,0,1,0,0
1,294.4027853129111,4.653960350157523,0,0,1,0,1,1,0,0,1
1,184.78095139921754,3.784189633918261,0,0,1,1,0,0,1,0,0
1,417.7080320032163,4.990432586778736,1,1,0,0,1,1,0,1,1
1,333.9281359813815,4.418840607796598,0,0,0,0,1,1,0,0,0
1,271.9503631179778,3.9318256327243257,1,0,1,0,1,0,0,0,0
1,336.04315199093105,3.871201010907891,0,0,0,0,1,0,0,0,0
1,244.53016173879246,4.2626798770413155,1,0,1,1,0,1,0,0,0
0,238.48689691469426,4.30406509320417,0,0,1,1,0,1,0,0,0
1,218.65726605809377,3.9512437185814275,0,0,0,1,0,0,0,0,0
1,207.08452380610194,3.9889840465642745,0,0,0,1,0,0,0,0,0
1,215.45533179756774,4.07753744390572,0,1,1,1,0,0,1,0,1
1,421.61712488939537,5.123963979403259,1,1,0,0,1,1,0,1,1
1,297.7616496461557,4.007333185232471,0,1,1,0,1,0,1,0,0
1,380.3156583681508,4.330733340286331,0,0,0,0,1,0,0,0,1
1,260.19992313603785,4.31748811353631,0,0,0,1,0,1,0,0,0
1,341.8552325180938,4.6443908991413725,1,0,0,0,1,1,1,0,1
1,151.5552704461313,3.6109179126442243,0,1,1,1,0,0,1,0,0
1,350.820466905795,4.976733742420574,1,0,1,0,1,1,0,1,1
1,366.1311240525722,4.90527477843843,1,0,0,0,1,1,1,0,1
1,236.9092653316877,4.2626798770413155,0,0,1,1,0,1,0,0,0
1,229.28148638736621,4.30406509320417,0,0,1,1,0,1,0,0,0
1,293.5149059247247,4.31748811353631,0,0,1,1,0,1,0,0,0
0,257.3460704965203,4.0943445622221,1,0,0,1,0,0,1,0,1
1,222.44325119005072,3.912023005428146,0,1,0,1,0,0,1,0,0
1,326.6802718255267,4.356708826689592,1,0,0,0,1,1,1,0,0
0,224.72872535570525,4.499809670330265,1,1,1,1,0,1,1,0,1
1,150.136604464068,4.143134726391533,0,1,1,1,0,1,0,0,0
1,333.49662666959614,4.990432586778736,1,0,0,0,1,1,0,0,1
0,288.55328797294965,4.248495242049359,1,0,0,0,1,0,1,0,1
0,391.6286506373097,5.10594547390058,1,1,1,0,1,1,0,1,1
1,352.5166662726743,4.867534450455582,1,0,1,0,1,1,0,0,1
1,381.83242397680164,4.465908118654584,1,0,0,0,1,1,0,0,0
1,229.52124084711636,3.7612001156935624,0,0,1,1,0,1,1,0,0
1,302.07118366371856,4.382026634673881,1,0,0,0,1,1,0,0,0
0,209.84518102639385,4.127134385045092,0,1,1,1,0,1,1,0,0
1,137.81872151489435,3.6635616461296463,0,1,1,1,0,0,1,0,0
0,305.3833656242592,3.871201010907891,1,0,0,0,1,0,1,0,0
0,155.4155719353759,3.8918202981106265,1,0,1,1,0,0,1,0,0
0,266.97003577180715,3.871201010907891,1,0,1,0,1,0,1,0,0
0,358.2345600301568,4.382026634673881,1,0,0,0,1,1,1,1,0
0,154.53478572800364,4.07753744390572,0,1,1,1,0,1,1,0,0
0,129.81140165640304,4.499809670330265,1,1,1,1,0,1,1,0,1
0,238.6084659017781,4.31748811353631,1,1,1,1,0,1,1,0,0
1,280.5957946940759,4.127134385045092,0,0,0,0,1,1,1,0,0
1,210.60626771300042,3.784189633918261,1,1,0,1,0,0,1,0,0
0,305.1475053150525,4.59511985013459,1,0,1,0,1,0,0,0,1
0,245.65219315121126,3.8501476017100584,1,0,0,0,1,0,1,0,0
1,322.1552420805845,4.356708826689592,1,0,0,1,0,0,1,0,1
1,331.8870289722092,4.382026634673881,1,0,0,0,1,1,1,0,0
1,411.2651213025486,4.890349128221754,1,0,0,0,1,1,1,1,1
0,348.3791038509629,4.406719247264253,1,0,0,0,1,1,0,0,0
1,321.8804125758509,4.219507705176107,1,0,0,0,1,0,0,1,0
1,260.66261718934686,4.330733340286331,0,0,1,1,0,1,0,0,0
0,227.4598865734352,3.8066624897703196,0,1,1,1,0,0,1,0,0
1,324.7629905023046,5.043425116919247,1,0,1,0,1,1,0,1,1
1,268.1287004406652,4.382026634673881,0,0,1,0,1,0,0,1,1
0,264.5411121168126,4.30406509320417,0,0,1,1,0,1,0,0,0
1,238.5581690070579,3.6375861597263857,0,0,0,1,0,0,1,0,0
1,288.2637681013693,4.897839799950911,1,0,1,1,0,1,0,1,1
0,354.9704213029587,3.8501476017100584,0,0,0,0,1,0,1,0,0
1,215.7011821942569,4.0943445622221,0,1,0,1,0,0,0,0,0
1,260.5532575117801,4.04305126783455,1,0,1,0,1,0,1,0,1
1,278.2193379332213,4.356708826689592,0,0,1,1,0,1,0,0,0
1,203.3519117195607,3.9512437185814275,0,1,0,1,0,0,0,0,0
0,151.61134522191932,4.110873864173311,0,1,1,1,0,1,1,0,0
1,194.83069573350087,4.23410650459726,0,1,0,1,0,1,0,0,0
1,223.01793649839018,4.07753744390572,0,1,1,1,0,0,1,0,1
1,208.31466583032505,4.007333185232471,1,0,0,1,0,0,0,0,0
1,270.43853275744567,3.9318256327243257,0,1,1,0,1,0,1,0,0
1,221.89411889457548,4.174387269895637,0,1,0,1,0,1,0,0,0
1,335.9494009519886,4.418840607796598,0,0,0,0,1,1,0,0,0
1,326.23151288617106,4.343805421853684,0,0,0,0,1,1,0,0,0
1,351.6703001392071,4.430816798843313,1,0,0,0,1,1,1,0,0
0,155.05482901219168,3.7612001156935624,0,1,1,1,0,0,0,0,0
0,151.7563837207516,3.871201010907891,0,0,1,1,0,0,1,0,0
1,213.28150412072773,4.204692619390966,1,0,0,1,0,0,0,0,1
1,177.69074258384987,3.6888794541139363,0,0,1,1,0,0,1,1,0
1,260.91569519674357,4.219507705176107,1,1,0,1,0,1,1,0,0
0,276.850139967456,4.204692619390966,1,0,0,1,0,0,1,0,1
0,192.4889607224269,3.784189633918261,1,1,1,1,0,0,1,0,0
1,238.5141505236115,3.8066624897703196,0,0,0,1,0,0,0,0,0
1,226.90306300268404,3.871201010907891,0,1,0,1,0,0,0,0,0
1,256.4468755902477,4.219507705176107,1,1,1,1,0,1,1,0,0
1,287.563905940923,3.970291913552122,1,0,0,0,1,0,1,0,0
1,169.5847870535562,4.02535169073515,0,1,0,1,0,1,0,0,0
1,213.90652163971066,4.477336814478207,1,1,1,1,0,1,1,0,1
0,163.6154026979123,3.5263605246161616,0,1,0,1,0,0,1,0,0
1,334.1511633976455,4.3694478524670215,0,0,0,0,1,1,0,0,0
1,347.3110997362451,4.90527477843843,1,0,0,0,1,1,0,0,1
1,133.46160496562297,4.465908118654584,0,1,1,1,0,1,1,0,1
0,151.2183851256189,3.6109179126442243,0,1,1,1,0,0,1,0,0
1,208.80134099186242,4.382026634673881,0,0,1,0,1,1,0,0,0
1,432.1238248465363,4.663439094112067,1,0,0,0,1,1,0,1,0
0,319.02037552482443,4.343805421853684,0,0,0,0,1,1,0,0,0
1,399.8674780474151,5.14166355650266,1,0,1,0,1,1,0,1,1
0,298.3018605372752,4.174387269895637,1,0,0,0,1,0,1,0,1
0,158.97798589741913,4.02535169073515,0,0,1,1,0,1,1,0,0
0,175.6160584912439,3.58351893845611,0,0,1,1,0,0,1,0,0
1,254.98431324299148,4.672828834461906,1,1,1,1,0,1,1,0,1
1,325.71613407996847,4.04305126783455,1,1,1,0,1,0,1,1,0
1,243.66370267235126,4.382026634673881,0,1,0,1,0,1,0,0,0
1,260.95976701399775,3.8501476017100584,0,1,0,1,0,0,0,0,0
1,238.64199127563447,3.828641396489095,0,0,1,0,1,0,0,1,0
0,137.0766209096212,3.6888794541139363,0,1,1,1,0,0,1,0,0
0,248.97188596305406,4.219507705176107,1,1,1,1,0,1,1,0,0
1,277.48873851023217,4.23410650459726,1,0,1,0,1,0,0,0,1
0,405.93226035879434,5.170483995038151,1,0,1,0,1,1,0,1,1
1,295.9138388112323,4.605170185988092,0,0,1,0,1,1,0,0,0
1,335.6188314144485,4.983606621708336,0,1,1,0,1,1,0,1,1
0,166.5322791533221,3.8066624897703196,0,0,1,1,0,1,1,0,0
0,300.6459712020103,4.189654742026425,1,0,0,1,0,0,1,0,1
1,349.4567212116545,5.087596335232384,1,0,0,0,1,1,0,1,1
1,300.823868733849,4.48863636973214,0,0,1,0,1,1,0,0,0
0,291.8715470887836,3.8918202981106265,0,0,0,0,1,0,1,0,0
1,366.1311240525722,4.90527477843843,1,0,0,0,1,1,1,0,1
1,288.85809664954866,3.8918202981106265,0,0,0,1,0,0,1,0,0
1,227.78059618852524,3.8066624897703196,0,0,0,1,0,0,1,0,0
1,329.3690938749415,4.356708826689592,0,1,1,0,1,1,0,0,0
1,134.82952198980755,3.8066624897703196,0,1,1,1,0,0,1,0,0
0,344.99130423823726,4.584967478670572,1,1,1,0,1,0,0,1,1
0,214.53204888780604,3.784189633918261,1,0,1,1,0,0,1,0,0
1,372.44731170999205,4.882801922586371,1,0,0,0,1,1,0,0,1
1,400.25117114132223,5.017279836814924,0,1,1,0,1,1,0,0,1
1,320.75068199459844,4.174387269895637,0,0,0,0,1,1,1,0,0
1,126.13088440187835,3.784189633918261,0,1,1,1,0,0,1,0,0
1,210.78187777890204,4.248495242049359,0,0,1,1,0,1,0,0,0
0,330.4315360252408,3.9512437185814275,0,0,0,0,1,0,0,0,0
0,328.1539272963223,4.127134385045092,1,0,0,0,1,0,1,0,0
1,175.9374888987563,3.5263605246161616,0,1,0,1,0,0,0,0,0
0,296.46922268593073,3.8918202981106265,1,0,0,0,1,0,1,0,0
1,120.70211265756701,4.110873864173311,0,1,1,1,0,1,0,0,0
1,333.18013146044586,4.3694478524670215,0,0,1,1,0,1,0,0,0
0,306.2123446237921,4.700480365792417,0,0,1,0,1,1,0,0,1
0,152.54835299012572,4.382026634673881,0,1,1,1,0,1,0,0,0
0,280.7668071549769,3.784189633918261,0,0,1,1,0,0,1,0,0
1,249.87196721521204,3.8501476017100584,0,0,0,0,1,0,1,0,0
1,107.2706856508338,4.219507705176107,1,1,1,1,0,0,1,0,1
1,334.54297182873233,3.970291913552122,0,0,0,0,1,0,0,0,0
0,166.7183253274816,4.709530201312334,1,1,1,1,0,1,0,0,1
1,357.8840594382488,4.634728988229636,1,1,1,0,1,0,0,0,1
1,318.700486350429,4.574710978503383,0,0,1,0,1,1,0,0,0
1,344.09155758315256,4.663439094112067,1,0,0,0,1,0,0,1,1
1,409.51068362131895,5.123963979403259,1,1,1,0,1,1,0,0,1
0,344.97101327502867,3.9512437185814275,1,0,0,0,1,0,1,1,0
0,183.94564414522026,3.7376696182833684,0,1,1,1,0,0,1,0,0
1,270.35347232835755,3.8066624897703196,0,0,1,1,0,0,1,0,0
0,393.70547367289674,3.9512437185814275,1,0,0,0,1,0,1,1,0
1,324.9692293125612,4.6443908991413725,1,0,0,0,1,0,0,1,1
1,210.6347549669807,4.127134385045092,0,0,1,1,0,1,1,0,0
1,357.3275807994675,4.68213122712422,1,0,1,0,1,0,0,1,1
1,349.32220084042757,4.543294782270004,1,1,1,0,1,1,1,0,0
0,323.5444328063767,4.2626798770413155,0,1,1,1,0,1,1,0,0
1,186.284728305892,3.9889840465642745,0,1,0,1,0,1,0,0,0
0,253.59613561724476,4.382026634673881,1,1,0,1,0,1,1,0,0
0,242.85798319182345,4.189654742026425,1,0,1,1,0,1,1,0,0
0,219.81128269495176,4.0943445622221,0,0,1,1,0,1,1,0,0
1,155.0258043036707,3.9889840465642745,0,1,1,1,0,1,1,0,0
1,248.98795151573097,4.532599493153256,1,1,1,1,0,1,1,0,1
1,224.04910176119876,4.204692619390966,0,0,1,1,0,0,1,1,1
1,165.3602128687551,4.330733340286331,0,0,1,1,0,1,0,0,0
1,276.29694171307796,4.499809670330265,1,0,0,1,0,0,1,1,1
1,322.55542159449124,4.59511985013459,0,0,1,0,1,0,0,1,1
1,358.3838724049954,4.5217885770490405,1,0,0,0,1,0,1,0,1
1,354.2964860113631,4.584967478670572,0,0,0,0,1,1,0,1,0
1,288.3868929060404,4.23410650459726,0,0,1,0,1,1,1,0,0
1,392.12242986087904,4.890349128221754,1,0,1,0,1,1,0,1,1
0,382.06674809514635,4.543294782270004,1,1,1,0,1,0,0,1,1
1,212.28047484401387,4.23410650459726,1,0,1,1,0,0,1,1,1
1,320.89562165913077,4.394449154672439,1,0,0,0,1,1,0,0,0
1,241.9049400074335,3.9512437185814275,0,0,0,1,0,0,0,0,0
1,306.64311503766066,4.31748811353631,0,0,0,0,1,1,0,0,0
0,142.828568570857,4.204692619390966,1,0,1,1,0,1,1,0,0
1,292.0068492347397,3.912023005428146,1,0,0,0,1,0,1,0,0
0,363.95878887588356,4.356708826689592,1,0,0,0,1,0,1,0,1
0,107.66150658429409,3.828641396489095,0,1,1,1,0,0,1,0,1
1,287.44738649011924,4.30406509320417,0,0,0,1,0,1,0,0,0
0,341.50549043902646,4.330733340286331,0,1,0,0,1,1,0,0,0
1,312.45959738820636,4.02535169073515,1,0,0,0,1,0,0,0,0
1,355.225280631883,4.882801922586371,1,0,1,0,1,1,0,0,1
1,281.49245105330976,3.9318256327243257,1,0,0,0,1,0,1,0,0
0,159.23567439490435,3.7376696182833684,0,0,1,1,0,0,1,0,0
1,326.99235465068597,4.02535169073515,0,0,0,0,1,0,0,1,0
1,221.47460351019933,3.7612001156935624,0,1,0,1,0,0,1,0,0
1,312.36196951613687,3.9889840465642745,0,1,1,1,0,0,0,0,0
1,364.3624569024641,4.07753744390572,0,0,0,0,1,0,0,0,0
1,310.39329889673843,4.48863636973214,1,0,1,0,1,0,1,1,1
1,221.48363370687235,3.8066624897703196,0,0,1,1,0,0,0,0,0
0,317.1293111650199,4.477336814478207,0,0,1,0,1,1,0,0,0
1,287.7603169306011,3.9512437185814275,0,0,1,1,0,0,0,0,0
1,337.46703542716585,4.51085950651685,1,0,0,0,1,0,0,0,1
1,349.3579825909235,4.770684624465665,1,0,1,0,1,1,0,0,1
1,314.55842064710333,4.852030263919617,1,0,0,0,1,1,1,1,1
0,207.2607053929905,3.713572066704308,1,1,1,1,0,0,1,0,0
1,342.90815096757325,4.543294782270004,1,1,1,0,1,0,0,0,1
1,230.6360769697577,4.276666119016055,0,1,0,1,0,1,0,0,0
0,361.006925141333,4.430816798843313,0,0,1,0,1,1,0,0,0
1,213.4923886231076,3.9512437185814275,0,1,0,1,0,0,0,0,0
1,333.9580812018179,4.418840607796598,0,0,0,0,1,1,0,0,0
1,156.51517498313063,4.276666119016055,1,1,1,1,0,0,0,0,1
0,228.3922065220265,4.174387269895637,0,0,1,1,0,1,1,0,0
0,147.51949023773096,3.8066624897703196,0,1,1,1,0,0,1,0,0
0,327.2751136276634,4.48863636973214,1,0,1,0,1,0,1,1,1
1,255.86324472264477,3.9512437185814275,0,0,0,1,0,0,0,0,0
1,362.6665134803598,4.330733340286331,0,0,0,0,1,1,1,0,0
1,321.4902797908515,4.454347296253507,0,0,0,0,1,1,1,0,0
1,255.88083163847972,4.189654742026425,1,0,1,0,1,0,0,0,1
0,149.52257354660534,4.04305126783455,0,1,1,1,0,1,1,0,0
1,317.21916713843126,4.976733742420574,1,0,0,0,1,1,0,0,1
1,357.8309656807247,4.897839799950911,0,1,1,0,1,1,0,1,1
0,320.69611784366833,4.59511985013459,1,0,0,0,1,1,1,0,1
1,279.58898404622454,3.9318256327243257,0,0,1,1,0,0,0,0,0
0,245.65219315121126,3.8501476017100584,1,0,0,0,1,0,1,0,0
1,253.74593592804595,3.871201010907891,0,1,0,1,0,0,1,0,0
1,232.69293070482394,4.127134385045092,1,1,0,1,0,1,1,0,0
1,409.93414105194995,4.867534450455582,0,0,0,0,1,1,0,1,1
0,369.02032464350793,4.31748811353631,1,0,0,0,1,1,1,1,0
1,195.84432593261414,3.7612001156935624,0,1,0,1,0,0,0,0,0
1,251.46769176178478,4.3694478524670215,1,0,0,1,0,0,0,1,1
0,256.632032295269,3.9512437185814275,0,0,1,1,0,0,1,0,0
1,111.01351269102334,4.290459441148391,0,0,1,1,0,1,0,0,0
0,286.77517326295873,4.276666119016055,0,0,1,1,0,1,1,0,0
1,381.7944473142584,4.454347296253507,0,0,0,0,1,1,0,0,0
0,135.55072851150598,4.290459441148391,0,1,1,1,0,1,0,0,0
1,103.47946656221224,4.1588830833596715,0,0,1,1,0,1,0,0,0
1,282.7914425862282,4.248495242049359,0,0,0,1,0,1,1,0,0
1,106.29205050237765,3.8918202981106265,0,1,1,1,0,0,0,0,1
1,371.9206904704281,5.10594547390058,1,0,0,0,1,1,0,1,1
1,171.8865905182833,4.2626798770413155,1,1,0,1,0,1,0,0,0
0,211.07344693257843,4.0943445622221,1,0,0,1,0,0,1,0,1
1,266.4057056446051,4.543294782270004,0,1,0,1,0,1,0,0,0
1,217.43964679883013,4.248495242049359,0,0,1,1,0,1,0,0,0
1,319.7889929312765,4.0943445622221,1,1,1,0,1,0,0,0,0
1,356.5655619938639,4.976733742420574,1,0,1,0,1,1,0,1,1
1,294.4978777512666,3.912023005428146,1,0,0,0,1,0,1,1,0
1,400.20869555770525,5.0106352940962555,1,1,1,0,1,1,0,0,1
1,283.49074058952965,4.430816798843313,0,0,1,1,0,0,0,1,1
0,307.98538926384157,4.6443908991413725,1,0,1,0,1,1,0,0,1
1,128.42118205342916,4.02535169073515,1,1,1,1,0,0,1,0,1
1,412.85348490717627,5.123963979403259,1,0,1,0,1,1,0,1,1
1,311.233031665985,4.948759890378168,1,0,0,1,0,1,0,1,1
1,323.26614422175425,3.9889840465642745,1,0,0,0,1,0,0,0,0
1,276.27884464793897,4.060443010546419,0,0,1,0,1,0,0,0,0
1,316.04588274489515,4.5217885770490405,1,1,1,0,1,0,0,1,1
1,237.72042402789037,4.143134726391533,1,1,1,1,0,0,1,0,1
1,354.6956441796262,4.477336814478207,0,0,0,0,1,1,0,0,0
0,225.36636838712204,3.8918202981106265,0,0,1,1,0,0,1,0,0
0,197.60819821049935,3.713572066704308,1,1,1,1,0,0,1,0,0
0,227.28836309850973,3.8501476017100584,1,0,1,1,0,0,1,0,0
1,337.37071597872864,4.248495242049359,0,1,1,0,1,0,0,0,1
1,241.73332414046683,4.07753744390572,0,0,0,1,0,0,0,0,0
1,220.4948979001555,3.7376696182833684,0,0,1,1,0,0,1,0,0
1,296.3562045917041,4.553876891600541,1,0,0,0,1,0,0,1,1
1,366.001366117669,4.406719247264253,1,0,0,0,1,1,1,0,0
1,200.78844588272503,4.248495242049359,1,1,1,1,0,0,0,0,1
1,136.35981812836215,4.31748811353631,1,1,1,1,0,1,1,0,1
1,140.22838514366484,4.343805421853684,1,1,1,1,0,1,1,0,1
0,267.7536180894667,3.8066624897703196,1,0,0,1,0,0,1,0,0
0,209.26538175245327,4.0943445622221,1,1,1,1,0,1,1,0,0
1,273.64575640780544,4.276666119016055,1,0,0,1,0,1,1,0,0
1,295.03389635768974,3.8918202981106265,1,0,1,0,1,0,1,0,0
0,427.29966065982313,4.736198448394496,1,0,0,0,1,1,1,0,1
1,268.28529590717415,3.871201010907891,0,0,1,1,0,0,0,0,0
1,213.19005605327843,4.574710978503383,1,0,1,1,0,1,0,0,1
1,245.67051105087887,4.060443010546419,0,1,0,1,0,0,0,0,0
0,366.4000545851488,4.418840607796598,1,0,0,0,1,1,1,0,0
1,145.58159224297555,3.6109179126442243,0,0,0,1,0,0,1,0,0
1,340.52312696790506,4.356708826689592,1,0,1,0,1,0,0,1,1
0,212.5323504786977,4.189654742026425,0,1,1,1,0,1,1,0,0
1,210.39011383617816,4.1588830833596715,0,1,1,1,0,1,1,0,0
1,288.61739379323626,3.9512437185814275,0,0,0,0,1,0,0,1,0
1,327.08408704796386,4.844187086458591,1,0,0,1,0,1,0,0,1
1,371.13205197072375,4.465908118654584,1,0,0,0,1,0,0,0,1
1,295.44373406792704,3.9318256327243257,0,0,0,0,1,0,0,0,0
1,320.5089702332838,4.394449154672439,0,0,1,1,0,1,0,0,0
1,289.54274295861745,4.574710978503383,0,0,0,0,1,0,0,1,1
1,331.50565606034536,4.859812404361672,1,0,0,1,0,1,0,0,1
1,294.74734943676765,3.912023005428146,0,0,0,1,0,0,0,0,0
1,260.4496112494699,4.204692619390966,1,0,1,1,0,1,1,0,0
0,138.25339055516866,4.174387269895637,0,1,1,1,0,1,0,0,0
1,361.18970084984426,4.9344739331306915,0,1,0,0,1,1,0,0,1
1,330.5298776207682,4.3694478524670215,1,0,0,0,1,1,1,0,0
1,209.4206293563268,3.7612001156935624,0,1,0,1,0,0,1,0,0
1,252.38462710711997,4.442651256490317,0,1,0,1,0,1,0,0,0
1,323.9984567864483,3.9512437185814275,0,0,0,0,1,0,0,0,0
0,133.64505228402584,3.6635616461296463,0,1,1,1,0,0,0,0,0
1,284.0193655369295,4.394449154672439,1,0,1,1,0,1,0,0,0
1,162.6530048907797,4.330733340286331,1,1,1,1,0,1,0,0,0
1,289.11762312249317,3.912023005428146,0,0,0,0,1,0,1,0,0
0,335.8928400546817,3.970291913552122,0,0,0,0,1,0,1,1,0
0,288.470102436977,4.382026634673881,0,0,1,0,1,1,0,0,0
1,300.38974682901545,4.174387269895637,0,0,0,1,0,0,0,0,0
1,254.01574754333637,3.9512437185814275,0,1,0,1,0,0,1,0,0
0,134.25349157470728,4.0943445622221,0,1,1,1,0,1,1,0,0
0,146.9625802713058,3.7376696182833684,0,0,1,1,0,0,1,0,0
1,221.3458831783415,4.110873864173311,1,1,1,1,0,0,1,0,1
0,206.7752402972851,3.871201010907891,0,0,1,1,0,0,0,0,0
0,195.78048932414077,3.713572066704308,0,0,1,1,0,0,1,0,0
0,261.59510698787926,4.406719247264253,1,0,1,1,0,0,0,1,1
1,252.13686759377336,4.7535901911063645,1,0,1,1,0,1,1,0,1
1,173.85626246989207,4.060443010546419,0,1,0,1,0,1,0,0,0
1,401.8731143035075,5.003946305945459,0,1,1,0,1,1,0,1,1
1,405.43803472294013,5.111987788356544,0,1,1,0,1,1,0,0,1
1,349.79422522391644,4.532599493153256,1,1,1,0,1,1,1,0,0
1,312.7315142418493,4.418840607796598,0,0,0,0,1,1,0,0,0
1,245.60741031165978,4.174387269895637,0,0,1,1,0,1,1,0,0
0,260.9425224067553,4.2626798770413155,1,1,0,1,0,1,1,0,0
1,227.0836850150182,4.007333185232471,1,1,1,1,0,0,1,0,1
0,306.44412214953644,4.356708826689592,0,0,0,0,1,1,1,0,0
1,300.9036390607465,4.48863636973214,1,0,1,0,1,1,1,0,0
0,281.08539627664754,4.2626798770413155,1,0,0,0,1,0,1,0,1
1,177.43731287415284,4.23410650459726,0,0,1,1,0,1,1,0,0
0,228.53664913969487,4.143134726391533,0,1,1,1,0,1,1,0,0
1,246.89876467896715,3.9318256327243257,0,0,0,1,0,0,0,0,0
1,305.01639300208114,3.9889840465642745,1,0,0,0,1,0,0,0,0
1,208.0120188835251,3.8066624897703196,0,0,1,1,0,0,0,0,0
0,299.6364463812772,4.382026634673881,0,0,1,0,1,1,0,0,0
1,226.90526657616388,4.174387269895637,1,0,1,1,0,1,1,0,0
0,251.76973606849572,4.248495242049359,0,0,1,0,1,1,0,0,0
1,294.59633398940997,3.871201010907891,0,0,0,0,1,0,1,0,0
1,267.2657853149183,4.543294782270004,1,0,0,1,0,1,1,0,1
0,364.7766439891677,4.59511985013459,0,1,1,0,1,1,0,0,0
0,175.1485084150019,3.828641396489095,0,1,0,1,0,0,1,0,0
0,344.4952829865744,4.248495242049359,0,0,0,0,1,1,0,0,0
0,397.7851178714458,3.9512437185814275,0,0,0,0,1,0,1,0,0
1,211.65774259402843,3.8501476017100584,0,0,0,0,1,0,0,0,0
0,145.23773614319387,3.58351893845611,1,1,1,1,0,0,1,0,0
1,196.99746191258404,3.7612001156935624,0,0,1,1,0,0,1,0,0
1,290.7283955859833,4.454347296253507,1,0,1,1,0,1,0,0,0
1,238.8472315100177,3.8918202981106265,1,0,0,1,0,0,1,0,0
1,428.4787042549489,4.663439094112067,1,0,0,0,1,1,0,1,0
1,297.70959003700233,4.890349128221754,1,0,1,1,0,1,0,0,1
0,354.30918701044146,4.584967478670572,1,1,1,0,1,0,0,1,1
0,133.87307421584072,4.23410650459726,0,0,1,1,0,1,1,0,0
0,309.3913379524385,4.330733340286331,0,0,0,0,1,1,1,0,0
1,228.41190862124506,3.828641396489095,0,0,1,1,0,0,1,0,0
0,307.66540266984845,4.060443010546419,0,0,1,1,0,0,1,0,0
0,331.95481620244647,4.356708826689592,1,0,0,0,1,1,0,1,0
0,409.59858398192733,4.61512051684126,1,0,0,0,1,1,1,0,0
1,301.4282667567858,4.30406509320417,1,0,1,0,1,1,1,0,0
1,308.2790943284997,3.8918202981106265,0,0,0,0,1,0,0,0,0
1,295.03728577927234,3.912023005428146,0,0,0,0,1,0,0,0,0
0,290.80577710905266,3.912023005428146,1,0,0,0,1,0,1,0,0
1,355.47151784636696,5.003946305945459,1,0,0,0,1,1,1,1,1
1,324.14194421580186,4.574710978503383,1,0,0,0,1,0,0,0,1
0,346.8198379562507,3.9512437185814275,0,0,0,0,1,0,1,0,0
0,420.4842446513305,4.418840607796598,0,0,0,0,1,1,1,0,0
1,304.70805699882635,4.553876891600541,0,1,1,0,1,1,0,1,0
0,238.7697635798972,4.2626798770413155,1,0,1,1,0,1,1,0,0
0,208.12496246245908,4.204692619390966,0,0,1,1,0,1,1,0,0
0,306.4375956047169,4.430816798843313,1,0,1,1,0,0,1,1,1
